Fecha;Territorio;Tipo vacuna;Medida;Valor;
02/03/2022;Granada;Moderna;Dosis administradas;400590;
02/03/2022;Granada;AstraZeneca/Oxford;Dosis administradas;201310;
02/03/2022;Granada;Janssen;Dosis administradas;30496;
02/03/2022;Granada;Novavax;Dosis administradas;;
02/03/2022;Huelva;TOTAL;Dosis administradas;1106163;
02/03/2022;Huelva;Pfizer/BioNtech;Dosis administradas;754893;
02/03/2022;Huelva;Moderna;Dosis administradas;208057;
02/03/2022;Huelva;AstraZeneca/Oxford;Dosis administradas;113460;
02/03/2022;Huelva;Janssen;Dosis administradas;29753;
02/03/2022;Huelva;Novavax;Dosis administradas;;
02/03/2022;Jaén;TOTAL;Dosis administradas;1384369;
02/03/2022;Jaén;Pfizer/BioNtech;Dosis administradas;963648;
02/03/2022;Jaén;Moderna;Dosis administradas;252077;
02/03/2022;Jaén;AstraZeneca/Oxford;Dosis administradas;147348;
02/03/2022;Jaén;Janssen;Dosis administradas;21296;
02/03/2022;Jaén;Novavax;Dosis administradas;;
02/03/2022;Málaga;TOTAL;Dosis administradas;3385507;
02/03/2022;Málaga;Pfizer/BioNtech;Dosis administradas;2397573;
02/03/2022;Málaga;Moderna;Dosis administradas;607634;
02/03/2022;Málaga;AstraZeneca/Oxford;Dosis administradas;328984;
02/03/2022;Málaga;Janssen;Dosis administradas;51316;
02/03/2022;Málaga;Novavax;Dosis administradas;;
02/03/2022;Sevilla;TOTAL;Dosis administradas;4201838;
02/03/2022;Sevilla;Pfizer/BioNtech;Dosis administradas;2861478;
02/03/2022;Sevilla;Moderna;Dosis administradas;860869;
02/03/2022;Sevilla;AstraZeneca/Oxford;Dosis administradas;397127;
02/03/2022;Sevilla;Janssen;Dosis administradas;82364;
02/03/2022;Sevilla;Novavax;Dosis administradas;;
01/03/2022;Andalucía;TOTAL;Dosis administradas;17962704;
01/03/2022;Andalucía;Pfizer/BioNtech;Dosis administradas;12380199;
01/03/2022;Andalucía;Moderna;Dosis administradas;3472310;
01/03/2022;Andalucía;AstraZeneca/Oxford;Dosis administradas;1783476;
01/03/2022;Andalucía;Janssen;Dosis administradas;326719;
01/03/2022;Andalucía;Novavax;Dosis administradas;;
01/03/2022;Almería;TOTAL;Dosis administradas;1528999;
01/03/2022;Almería;Pfizer/BioNtech;Dosis administradas;1050439;
01/03/2022;Almería;Moderna;Dosis administradas;296334;
01/03/2022;Almería;AstraZeneca/Oxford;Dosis administradas;147641;
01/03/2022;Almería;Janssen;Dosis administradas;34585;
01/03/2022;Almería;Novavax;Dosis administradas;;
01/03/2022;Cádiz;TOTAL;Dosis administradas;2663920;
01/03/2022;Cádiz;Pfizer/BioNtech;Dosis administradas;1821442;
01/03/2022;Cádiz;Moderna;Dosis administradas;526960;
01/03/2022;Cádiz;AstraZeneca/Oxford;Dosis administradas;264472;
01/03/2022;Cádiz;Janssen;Dosis administradas;51046;
01/03/2022;Cádiz;Novavax;Dosis administradas;;
01/03/2022;Córdoba;TOTAL;Dosis administradas;1746038;
01/03/2022;Córdoba;Pfizer/BioNtech;Dosis administradas;1212607;
01/03/2022;Córdoba;Moderna;Dosis administradas;324367;
01/03/2022;Córdoba;AstraZeneca/Oxford;Dosis administradas;183181;
01/03/2022;Córdoba;Janssen;Dosis administradas;25883;
01/03/2022;Córdoba;Novavax;Dosis administradas;;
01/03/2022;Granada;TOTAL;Dosis administradas;1956340;
01/03/2022;Granada;Pfizer/BioNtech;Dosis administradas;1324877;
01/03/2022;Granada;Moderna;Dosis administradas;399671;
01/03/2022;Granada;AstraZeneca/Oxford;Dosis administradas;201300;
01/03/2022;Granada;Janssen;Dosis administradas;30492;
01/03/2022;Granada;Novavax;Dosis administradas;;
01/03/2022;Huelva;TOTAL;Dosis administradas;1105299;
01/03/2022;Huelva;Pfizer/BioNtech;Dosis administradas;754376;
01/03/2022;Huelva;Moderna;Dosis administradas;207719;
01/03/2022;Huelva;AstraZeneca/Oxford;Dosis administradas;113455;
01/03/2022;Huelva;Janssen;Dosis administradas;29749;
01/03/2022;Huelva;Novavax;Dosis administradas;;
01/03/2022;Jaén;TOTAL;Dosis administradas;1383451;
01/03/2022;Jaén;Pfizer/BioNtech;Dosis administradas;962920;
01/03/2022;Jaén;Moderna;Dosis administradas;251890;
01/03/2022;Jaén;AstraZeneca/Oxford;Dosis administradas;147346;
01/03/2022;Jaén;Janssen;Dosis administradas;21295;
01/03/2022;Jaén;Novavax;Dosis administradas;;
01/03/2022;Málaga;TOTAL;Dosis administradas;3381402;
01/03/2022;Málaga;Pfizer/BioNtech;Dosis administradas;2394845;
01/03/2022;Málaga;Moderna;Dosis administradas;606278;
01/03/2022;Málaga;AstraZeneca/Oxford;Dosis administradas;328967;
01/03/2022;Málaga;Janssen;Dosis administradas;51312;
01/03/2022;Málaga;Novavax;Dosis administradas;;
01/03/2022;Sevilla;TOTAL;Dosis administradas;4197255;
01/03/2022;Sevilla;Pfizer/BioNtech;Dosis administradas;2858693;
01/03/2022;Sevilla;Moderna;Dosis administradas;859091;
01/03/2022;Sevilla;AstraZeneca/Oxford;Dosis administradas;397114;
01/03/2022;Sevilla;Janssen;Dosis administradas;82357;
01/03/2022;Sevilla;Novavax;Dosis administradas;;
28/02/2022;Andalucía;TOTAL;Dosis administradas;17962455;
28/02/2022;Andalucía;Pfizer/BioNtech;Dosis administradas;12379968;
28/02/2022;Andalucía;Moderna;Dosis administradas;3472293;
28/02/2022;Andalucía;AstraZeneca/Oxford;Dosis administradas;1783476;
28/02/2022;Andalucía;Janssen;Dosis administradas;326718;
28/02/2022;Andalucía;Novavax;Dosis administradas;;
28/02/2022;Almería;TOTAL;Dosis administradas;1528774;
28/02/2022;Almería;Pfizer/BioNtech;Dosis administradas;1050230;
28/02/2022;Almería;Moderna;Dosis administradas;296319;
28/02/2022;Almería;AstraZeneca/Oxford;Dosis administradas;147641;
28/02/2022;Almería;Janssen;Dosis administradas;34584;
28/02/2022;Almería;Novavax;Dosis administradas;;
28/02/2022;Cádiz;TOTAL;Dosis administradas;2663919;
28/02/2022;Cádiz;Pfizer/BioNtech;Dosis administradas;1821442;
28/02/2022;Cádiz;Moderna;Dosis administradas;526959;
28/02/2022;Cádiz;AstraZeneca/Oxford;Dosis administradas;264472;
28/02/2022;Cádiz;Janssen;Dosis administradas;51046;
28/02/2022;Cádiz;Novavax;Dosis administradas;;
28/02/2022;Córdoba;TOTAL;Dosis administradas;1746033;
28/02/2022;Córdoba;Pfizer/BioNtech;Dosis administradas;1212603;
28/02/2022;Córdoba;Moderna;Dosis administradas;324366;
28/02/2022;Córdoba;AstraZeneca/Oxford;Dosis administradas;183181;
28/02/2022;Córdoba;Janssen;Dosis administradas;25883;
28/02/2022;Córdoba;Novavax;Dosis administradas;;
28/02/2022;Granada;TOTAL;Dosis administradas;1956335;
28/02/2022;Granada;Pfizer/BioNtech;Dosis administradas;1324872;
28/02/2022;Granada;Moderna;Dosis administradas;399671;
28/02/2022;Granada;AstraZeneca/Oxford;Dosis administradas;201300;
28/02/2022;Granada;Janssen;Dosis administradas;30492;
28/02/2022;Granada;Novavax;Dosis administradas;;
28/02/2022;Huelva;TOTAL;Dosis administradas;1105299;
28/02/2022;Huelva;Pfizer/BioNtech;Dosis administradas;754376;
28/02/2022;Huelva;Moderna;Dosis administradas;207719;
28/02/2022;Huelva;AstraZeneca/Oxford;Dosis administradas;113455;
28/02/2022;Huelva;Janssen;Dosis administradas;29749;
28/02/2022;Huelva;Novavax;Dosis administradas;;
28/02/2022;Jaén;TOTAL;Dosis administradas;1383444;
28/02/2022;Jaén;Pfizer/BioNtech;Dosis administradas;962913;
28/02/2022;Jaén;Moderna;Dosis administradas;251890;
28/02/2022;Jaén;AstraZeneca/Oxford;Dosis administradas;147346;
28/02/2022;Jaén;Janssen;Dosis administradas;21295;
28/02/2022;Jaén;Novavax;Dosis administradas;;
28/02/2022;Málaga;TOTAL;Dosis administradas;3381395;
28/02/2022;Málaga;Pfizer/BioNtech;Dosis administradas;2394838;
28/02/2022;Málaga;Moderna;Dosis administradas;606278;
28/02/2022;Málaga;AstraZeneca/Oxford;Dosis administradas;328967;
28/02/2022;Málaga;Janssen;Dosis administradas;51312;
28/02/2022;Málaga;Novavax;Dosis administradas;;
28/02/2022;Sevilla;TOTAL;Dosis administradas;4197256;
28/02/2022;Sevilla;Pfizer/BioNtech;Dosis administradas;2858694;
28/02/2022;Sevilla;Moderna;Dosis administradas;859091;
28/02/2022;Sevilla;AstraZeneca/Oxford;Dosis administradas;397114;
28/02/2022;Sevilla;Janssen;Dosis administradas;82357;
28/02/2022;Sevilla;Novavax;Dosis administradas;;
25/02/2022;Andalucía;TOTAL;Dosis administradas;17943028;
25/02/2022;Andalucía;Pfizer/BioNtech;Dosis administradas;12366713;
25/02/2022;Andalucía;Moderna;Dosis administradas;3466242;
25/02/2022;Andalucía;AstraZeneca/Oxford;Dosis administradas;1783392;
25/02/2022;Andalucía;Janssen;Dosis administradas;326681;
25/02/2022;Andalucía;Novavax;Dosis administradas;;
25/02/2022;Almería;TOTAL;Dosis administradas;1525575;
25/02/2022;Almería;Pfizer/BioNtech;Dosis administradas;1047964;
25/02/2022;Almería;Moderna;Dosis administradas;295399;
25/02/2022;Almería;AstraZeneca/Oxford;Dosis administradas;147635;
25/02/2022;Almería;Janssen;Dosis administradas;34577;
25/02/2022;Almería;Novavax;Dosis administradas;;
25/02/2022;Cádiz;TOTAL;Dosis administradas;2661457;
25/02/2022;Cádiz;Pfizer/BioNtech;Dosis administradas;1819648;
25/02/2022;Cádiz;Moderna;Dosis administradas;526307;
25/02/2022;Cádiz;AstraZeneca/Oxford;Dosis administradas;264462;
25/02/2022;Cádiz;Janssen;Dosis administradas;51040;
25/02/2022;Cádiz;Novavax;Dosis administradas;;
25/02/2022;Córdoba;TOTAL;Dosis administradas;1743267;
25/02/2022;Córdoba;Pfizer/BioNtech;Dosis administradas;1210419;
25/02/2022;Córdoba;Moderna;Dosis administradas;323796;
25/02/2022;Córdoba;AstraZeneca/Oxford;Dosis administradas;183175;
25/02/2022;Córdoba;Janssen;Dosis administradas;25877;
25/02/2022;Córdoba;Novavax;Dosis administradas;;
25/02/2022;Granada;TOTAL;Dosis administradas;1953908;
25/02/2022;Granada;Pfizer/BioNtech;Dosis administradas;1323175;
25/02/2022;Granada;Moderna;Dosis administradas;398955;
25/02/2022;Granada;AstraZeneca/Oxford;Dosis administradas;201291;
25/02/2022;Granada;Janssen;Dosis administradas;30487;
25/02/2022;Granada;Novavax;Dosis administradas;;
25/02/2022;Huelva;TOTAL;Dosis administradas;1104307;
25/02/2022;Huelva;Pfizer/BioNtech;Dosis administradas;753648;
25/02/2022;Huelva;Moderna;Dosis administradas;207461;
25/02/2022;Huelva;AstraZeneca/Oxford;Dosis administradas;113451;
25/02/2022;Huelva;Janssen;Dosis administradas;29747;
25/02/2022;Huelva;Novavax;Dosis administradas;;
25/02/2022;Jaén;TOTAL;Dosis administradas;1382421;
25/02/2022;Jaén;Pfizer/BioNtech;Dosis administradas;962268;
25/02/2022;Jaén;Moderna;Dosis administradas;251516;
25/02/2022;Jaén;AstraZeneca/Oxford;Dosis administradas;147342;
25/02/2022;Jaén;Janssen;Dosis administradas;21295;
25/02/2022;Jaén;Novavax;Dosis administradas;;
25/02/2022;Málaga;TOTAL;Dosis administradas;3377934;
25/02/2022;Málaga;Pfizer/BioNtech;Dosis administradas;2392742;
25/02/2022;Málaga;Moderna;Dosis administradas;604950;
25/02/2022;Málaga;AstraZeneca/Oxford;Dosis administradas;328936;
25/02/2022;Málaga;Janssen;Dosis administradas;51306;
25/02/2022;Málaga;Novavax;Dosis administradas;;
25/02/2022;Sevilla;TOTAL;Dosis administradas;4194159;
25/02/2022;Sevilla;Pfizer/BioNtech;Dosis administradas;2856849;
25/02/2022;Sevilla;Moderna;Dosis administradas;857858;
25/02/2022;Sevilla;AstraZeneca/Oxford;Dosis administradas;397100;
25/02/2022;Sevilla;Janssen;Dosis administradas;82352;
25/02/2022;Sevilla;Novavax;Dosis administradas;;
24/02/2022;Andalucía;TOTAL;Dosis administradas;17923708;
24/02/2022;Andalucía;Pfizer/BioNtech;Dosis administradas;12353241;
24/02/2022;Andalucía;Moderna;Dosis administradas;3460498;
24/02/2022;Andalucía;AstraZeneca/Oxford;Dosis administradas;1783318;
24/02/2022;Andalucía;Janssen;Dosis administradas;326651;
24/02/2022;Andalucía;Novavax;Dosis administradas;;
24/02/2022;Almería;TOTAL;Dosis administradas;1523562;
24/02/2022;Almería;Pfizer/BioNtech;Dosis administradas;1046585;
24/02/2022;Almería;Moderna;Dosis administradas;294783;
24/02/2022;Almería;AstraZeneca/Oxford;Dosis administradas;147619;
24/02/2022;Almería;Janssen;Dosis administradas;34575;
24/02/2022;Almería;Novavax;Dosis administradas;;
24/02/2022;Cádiz;TOTAL;Dosis administradas;2658595;
24/02/2022;Cádiz;Pfizer/BioNtech;Dosis administradas;1817209;
24/02/2022;Cádiz;Moderna;Dosis administradas;525889;
24/02/2022;Cádiz;AstraZeneca/Oxford;Dosis administradas;264459;
24/02/2022;Cádiz;Janssen;Dosis administradas;51038;
24/02/2022;Cádiz;Novavax;Dosis administradas;;
24/02/2022;Córdoba;TOTAL;Dosis administradas;1742160;
24/02/2022;Córdoba;Pfizer/BioNtech;Dosis administradas;1209687;
24/02/2022;Córdoba;Moderna;Dosis administradas;323429;
24/02/2022;Córdoba;AstraZeneca/Oxford;Dosis administradas;183168;
24/02/2022;Córdoba;Janssen;Dosis administradas;25876;
24/02/2022;Córdoba;Novavax;Dosis administradas;;
24/02/2022;Granada;TOTAL;Dosis administradas;1951937;
24/02/2022;Granada;Pfizer/BioNtech;Dosis administradas;1321933;
24/02/2022;Granada;Moderna;Dosis administradas;398239;
24/02/2022;Granada;AstraZeneca/Oxford;Dosis administradas;201282;
24/02/2022;Granada;Janssen;Dosis administradas;30483;
24/02/2022;Granada;Novavax;Dosis administradas;;
24/02/2022;Huelva;TOTAL;Dosis administradas;1103057;
24/02/2022;Huelva;Pfizer/BioNtech;Dosis administradas;752713;
24/02/2022;Huelva;Moderna;Dosis administradas;207156;
24/02/2022;Huelva;AstraZeneca/Oxford;Dosis administradas;113447;
24/02/2022;Huelva;Janssen;Dosis administradas;29741;
24/02/2022;Huelva;Novavax;Dosis administradas;;
24/02/2022;Jaén;TOTAL;Dosis administradas;1381214;
24/02/2022;Jaén;Pfizer/BioNtech;Dosis administradas;961380;
24/02/2022;Jaén;Moderna;Dosis administradas;251201;
24/02/2022;Jaén;AstraZeneca/Oxford;Dosis administradas;147338;
24/02/2022;Jaén;Janssen;Dosis administradas;21295;
24/02/2022;Jaén;Novavax;Dosis administradas;;
24/02/2022;Málaga;TOTAL;Dosis administradas;3374113;
24/02/2022;Málaga;Pfizer/BioNtech;Dosis administradas;2390249;
24/02/2022;Málaga;Moderna;Dosis administradas;603653;
24/02/2022;Málaga;AstraZeneca/Oxford;Dosis administradas;328913;
24/02/2022;Málaga;Janssen;Dosis administradas;51298;
24/02/2022;Málaga;Novavax;Dosis administradas;;
24/02/2022;Sevilla;TOTAL;Dosis administradas;4189070;
24/02/2022;Sevilla;Pfizer/BioNtech;Dosis administradas;2853485;
24/02/2022;Sevilla;Moderna;Dosis administradas;856148;
24/02/2022;Sevilla;AstraZeneca/Oxford;Dosis administradas;397092;
24/02/2022;Sevilla;Janssen;Dosis administradas;82345;
24/02/2022;Sevilla;Novavax;Dosis administradas;;
23/02/2022;Andalucía;TOTAL;Dosis administradas;17900765;
23/02/2022;Andalucía;Pfizer/BioNtech;Dosis administradas;12337446;
23/02/2022;Andalucía;Moderna;Dosis administradas;3453501;
23/02/2022;Andalucía;AstraZeneca/Oxford;Dosis administradas;1783204;
23/02/2022;Andalucía;Janssen;Dosis administradas;326614;
23/02/2022;Andalucía;Novavax;Dosis administradas;;
23/02/2022;Almería;TOTAL;Dosis administradas;1521277;
23/02/2022;Almería;Pfizer/BioNtech;Dosis administradas;1044923;
23/02/2022;Almería;Moderna;Dosis administradas;294182;
23/02/2022;Almería;AstraZeneca/Oxford;Dosis administradas;147609;
23/02/2022;Almería;Janssen;Dosis administradas;34563;
23/02/2022;Almería;Novavax;Dosis administradas;;
23/02/2022;Cádiz;TOTAL;Dosis administradas;2655119;
23/02/2022;Cádiz;Pfizer/BioNtech;Dosis administradas;1814341;
23/02/2022;Cádiz;Moderna;Dosis administradas;525308;
23/02/2022;Cádiz;AstraZeneca/Oxford;Dosis administradas;264432;
23/02/2022;Cádiz;Janssen;Dosis administradas;51038;
23/02/2022;Cádiz;Novavax;Dosis administradas;;
23/02/2022;Córdoba;TOTAL;Dosis administradas;1740647;
23/02/2022;Córdoba;Pfizer/BioNtech;Dosis administradas;1208805;
23/02/2022;Córdoba;Moderna;Dosis administradas;322828;
23/02/2022;Córdoba;AstraZeneca/Oxford;Dosis administradas;183138;
23/02/2022;Córdoba;Janssen;Dosis administradas;25876;
23/02/2022;Córdoba;Novavax;Dosis administradas;;
23/02/2022;Granada;TOTAL;Dosis administradas;1949896;
23/02/2022;Granada;Pfizer/BioNtech;Dosis administradas;1320613;
23/02/2022;Granada;Moderna;Dosis administradas;397527;
23/02/2022;Granada;AstraZeneca/Oxford;Dosis administradas;201277;
23/02/2022;Granada;Janssen;Dosis administradas;30479;
23/02/2022;Granada;Novavax;Dosis administradas;;
23/02/2022;Huelva;TOTAL;Dosis administradas;1101951;
23/02/2022;Huelva;Pfizer/BioNtech;Dosis administradas;751930;
23/02/2022;Huelva;Moderna;Dosis administradas;206839;
23/02/2022;Huelva;AstraZeneca/Oxford;Dosis administradas;113447;
23/02/2022;Huelva;Janssen;Dosis administradas;29735;
23/02/2022;Huelva;Novavax;Dosis administradas;;
23/02/2022;Jaén;TOTAL;Dosis administradas;1379852;
23/02/2022;Jaén;Pfizer/BioNtech;Dosis administradas;960492;
23/02/2022;Jaén;Moderna;Dosis administradas;250730;
23/02/2022;Jaén;AstraZeneca/Oxford;Dosis administradas;147338;
23/02/2022;Jaén;Janssen;Dosis administradas;21292;
23/02/2022;Jaén;Novavax;Dosis administradas;;
23/02/2022;Málaga;TOTAL;Dosis administradas;3369319;
23/02/2022;Málaga;Pfizer/BioNtech;Dosis administradas;2387073;
23/02/2022;Málaga;Moderna;Dosis administradas;602069;
23/02/2022;Málaga;AstraZeneca/Oxford;Dosis administradas;328887;
23/02/2022;Málaga;Janssen;Dosis administradas;51290;
23/02/2022;Málaga;Novavax;Dosis administradas;;
23/02/2022;Sevilla;TOTAL;Dosis administradas;4182704;
23/02/2022;Sevilla;Pfizer/BioNtech;Dosis administradas;2849269;
23/02/2022;Sevilla;Moderna;Dosis administradas;854018;
23/02/2022;Sevilla;AstraZeneca/Oxford;Dosis administradas;397076;
23/02/2022;Sevilla;Janssen;Dosis administradas;82341;
23/02/2022;Sevilla;Novavax;Dosis administradas;;
22/02/2022;Andalucía;TOTAL;Dosis administradas;17876477;
22/02/2022;Andalucía;Pfizer/BioNtech;Dosis administradas;12321610;
22/02/2022;Andalucía;Moderna;Dosis administradas;3445181;
22/02/2022;Andalucía;AstraZeneca/Oxford;Dosis administradas;1783104;
22/02/2022;Andalucía;Janssen;Dosis administradas;326582;
22/02/2022;Andalucía;Novavax;Dosis administradas;;
22/02/2022;Almería;TOTAL;Dosis administradas;1518945;
22/02/2022;Almería;Pfizer/BioNtech;Dosis administradas;1043363;
22/02/2022;Almería;Moderna;Dosis administradas;293427;
22/02/2022;Almería;AstraZeneca/Oxford;Dosis administradas;147598;
22/02/2022;Almería;Janssen;Dosis administradas;34557;
22/02/2022;Almería;Novavax;Dosis administradas;;
22/02/2022;Cádiz;TOTAL;Dosis administradas;2651861;
22/02/2022;Cádiz;Pfizer/BioNtech;Dosis administradas;1811911;
22/02/2022;Cádiz;Moderna;Dosis administradas;524483;
22/02/2022;Cádiz;AstraZeneca/Oxford;Dosis administradas;264432;
22/02/2022;Cádiz;Janssen;Dosis administradas;51035;
22/02/2022;Cádiz;Novavax;Dosis administradas;;
22/02/2022;Córdoba;TOTAL;Dosis administradas;1739348;
22/02/2022;Córdoba;Pfizer/BioNtech;Dosis administradas;1208020;
22/02/2022;Córdoba;Moderna;Dosis administradas;322332;
22/02/2022;Córdoba;AstraZeneca/Oxford;Dosis administradas;183120;
22/02/2022;Córdoba;Janssen;Dosis administradas;25876;
22/02/2022;Córdoba;Novavax;Dosis administradas;;
22/02/2022;Granada;TOTAL;Dosis administradas;1946627;
22/02/2022;Granada;Pfizer/BioNtech;Dosis administradas;1318546;
22/02/2022;Granada;Moderna;Dosis administradas;396341;
22/02/2022;Granada;AstraZeneca/Oxford;Dosis administradas;201265;
22/02/2022;Granada;Janssen;Dosis administradas;30475;
22/02/2022;Granada;Novavax;Dosis administradas;;
22/02/2022;Huelva;TOTAL;Dosis administradas;1100741;
22/02/2022;Huelva;Pfizer/BioNtech;Dosis administradas;751114;
22/02/2022;Huelva;Moderna;Dosis administradas;206449;
22/02/2022;Huelva;AstraZeneca/Oxford;Dosis administradas;113444;
22/02/2022;Huelva;Janssen;Dosis administradas;29734;
22/02/2022;Huelva;Novavax;Dosis administradas;;
22/02/2022;Jaén;TOTAL;Dosis administradas;1378535;
22/02/2022;Jaén;Pfizer/BioNtech;Dosis administradas;959526;
22/02/2022;Jaén;Moderna;Dosis administradas;250386;
22/02/2022;Jaén;AstraZeneca/Oxford;Dosis administradas;147334;
22/02/2022;Jaén;Janssen;Dosis administradas;21289;
22/02/2022;Jaén;Novavax;Dosis administradas;;
22/02/2022;Málaga;TOTAL;Dosis administradas;3364560;
22/02/2022;Málaga;Pfizer/BioNtech;Dosis administradas;2384221;
22/02/2022;Málaga;Moderna;Dosis administradas;600203;
22/02/2022;Málaga;AstraZeneca/Oxford;Dosis administradas;328853;
22/02/2022;Málaga;Janssen;Dosis administradas;51283;
22/02/2022;Málaga;Novavax;Dosis administradas;;
22/02/2022;Sevilla;TOTAL;Dosis administradas;4175860;
22/02/2022;Sevilla;Pfizer/BioNtech;Dosis administradas;2844909;
22/02/2022;Sevilla;Moderna;Dosis administradas;851560;
22/02/2022;Sevilla;AstraZeneca/Oxford;Dosis administradas;397058;
